species_name,sample 1,sample 2,pair_class,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,event_count,dedup_event_count,clonal_divergence,clonal_fraction,clonal_n,clonal_m,clonal_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn
snv_table,GCF_020555445.1,GCF_022136045.1,close_no_recombination,0,1450076,249280,940672,0,0,0,0,0.0,1.0000802310654686,107882,2707519,6615,0,0,0
snv_table,GCF_020555445.1,GCF_024462405.1,close_no_recombination,1,1450176,249296,940738,0,1,0,0,0.0,1.000096271099416,107892,2707707,6615,1,0,0
snv_table,GCF_020555445.1,GCF_024462435.1,close_no_recombination,0,1450176,249296,940738,0,0,0,0,0.0,1.000096271099416,107892,2707707,6615,0,0,0
snv_table,GCF_022136045.1,GCF_024462405.1,close_no_recombination,1,1450076,249280,940672,0,1,0,0,0.0,1.0000802310654686,107882,2707519,6615,1,0,0
snv_table,GCF_022136045.1,GCF_024462435.1,close_no_recombination,0,1450076,249280,940672,0,0,0,0,0.0,1.0000802310654686,107882,2707519,6615,0,0,0
snv_table,GCF_024462405.1,GCF_024462435.1,close_no_recombination,1,1450176,249296,940738,0,1,0,0,0.0,1.000096271099416,107892,2707707,6615,1,0,0
snv_table,GCF_934835135.1,GCF_934864425.1,close_no_recombination,28,1439881,247680,934108,9,11,0,0,2.0161290322580645e-05,1.0000403746770026,107081,2688934,6309,0,11,0
snv_table,GCF_934836185.1,GCF_934839055.1,close_no_recombination,0,1450434,249233,940889,0,0,0,0,0.0,1.0000682092660282,107982,2707986,6699,0,0,0
snv_table,GCF_934836185.1,GCF_934841355.1,close_no_recombination,0,1447201,248728,938814,0,0,0,0,0.0,1.0000482454729664,107778,2701986,6678,0,0,0
snv_table,GCF_934836185.1,GCF_934842065.1,close_no_recombination,0,1414638,243073,917855,0,0,0,0,0.0,1.0000699378376043,105385,2641706,6474,0,0,0
snv_table,GCF_934836185.1,GCF_934842545.1,close_no_recombination,0,1435731,246627,931413,0,0,0,0,0.0,1.0000527111792301,106875,2680740,6624,0,0,0
snv_table,GCF_934836185.1,GCF_934883255.1,close_no_recombination,1,1419712,243935,921083,0,1,0,0,0.0,1.000061491790846,105703,2651042,6504,0,1,0
snv_table,GCF_934839055.1,GCF_934841355.1,close_no_recombination,0,1451766,249541,941772,0,0,0,0,0.0,1.0000360662175756,108079,2710520,6717,0,0,0
snv_table,GCF_934839055.1,GCF_934842065.1,close_no_recombination,0,1419203,243886,920813,0,0,0,0,0.0,1.0000574038690209,105686,2650240,6513,0,0,0
snv_table,GCF_934839055.1,GCF_934842545.1,close_no_recombination,0,1435731,246627,931413,0,0,0,0,0.0,1.0000527111792301,106875,2680740,6624,0,0,0
snv_table,GCF_934839055.1,GCF_934883255.1,close_no_recombination,1,1419841,243966,921166,0,1,0,0,0.0,1.000057385045457,105714,2651280,6504,0,1,0
snv_table,GCF_934839395.1,GCF_934858995.1,close_no_recombination,25,1442910,248186,936098,3,19,0,0,1.2048192771084337e-05,1.0000564093059239,107300,2694646,6348,0,19,0
snv_table,GCF_934839395.1,GCF_934859035.1,close_no_recombination,25,1444508,248500,937109,3,19,0,0,1.2048192771084337e-05,1.0000402414486922,107386,2697593,6348,0,19,0
snv_table,GCF_934839395.1,GCF_934864425.1,close_no_recombination,27,1442570,248160,935869,4,19,0,0,1.606425702811245e-05,1.0000402965828499,107246,2694025,6336,0,19,0
snv_table,GCF_934839395.1,GCF_934871375.1,close_no_recombination,22,1436094,247060,931629,2,16,0,0,8.064516129032258e-06,1.0000404759977333,106768,2681795,6324,0,16,0
snv_table,GCF_934839395.1,GCF_934873145.1,close_no_recombination,21,1443747,248340,936649,2,16,0,0,8.032128514056226e-06,1.0000402673753725,107372,2696227,6348,0,16,0
snv_table,GCF_934839395.1,GCF_934875975.1,close_no_recombination,23,1444660,248489,937214,2,16,0,0,8.032128514056226e-06,1.000044267553091,107425,2697857,6360,0,16,0
snv_table,GCF_934839395.1,GCF_934882705.1,close_no_recombination,21,1443747,248340,936649,2,16,0,0,8.032128514056226e-06,1.0000402673753725,107372,2696227,6348,0,16,0
snv_table,GCF_934839395.1,GCF_934883215.1,close_no_recombination,21,1436452,247089,931985,2,16,0,0,8.064516129032258e-06,1.0000445183719227,106851,2682792,6312,0,16,0
snv_table,GCF_934841355.1,GCF_934842065.1,close_no_recombination,0,1419125,243873,920762,0,0,0,0,0.0,1.0000697084138055,105677,2650096,6513,0,0,0
snv_table,GCF_934841355.1,GCF_934842235.1,close_no_recombination,0,1445450,248488,937658,0,0,0,0,0.0,1.000048292070442,107610,2698680,6684,0,0,0
snv_table,GCF_934841355.1,GCF_934842545.1,close_no_recombination,0,1432498,246122,929338,0,0,0,0,0.0,1.000073134461771,106671,2674740,6603,0,0,0
snv_table,GCF_934841355.1,GCF_934879485.1,close_no_recombination,6,1450785,249377,941137,0,5,0,0,0.0,1.00005212990773,108018,2708682,6711,0,5,0
snv_table,GCF_934841355.1,GCF_934882485.1,close_no_recombination,1,1438759,247237,933329,0,1,0,0,0.0,1.0000930281470815,107170,2686151,6666,0,1,0
snv_table,GCF_934841355.1,GCF_934883255.1,close_no_recombination,1,1419763,243953,921115,0,1,0,0,0.0,1.0000696855541846,105705,2651136,6504,0,1,0
snv_table,GCF_934842065.1,GCF_934842545.1,close_no_recombination,0,1414638,243073,917855,0,0,0,0,0.0,1.0000699378376043,105385,2641706,6474,0,0,0
snv_table,GCF_934842065.1,GCF_934883255.1,close_no_recombination,1,1414767,243104,917938,0,1,0,0,0.0,1.0000658154534685,105396,2641944,6474,0,1,0
snv_table,GCF_934842235.1,GCF_934879485.1,close_no_recombination,6,1448683,248993,939733,0,5,0,0,0.0,1.0000682750117473,107814,2704680,6705,0,5,0
snv_table,GCF_934842235.1,GCF_934882485.1,close_no_recombination,1,1435676,246689,931290,0,1,0,0,0.0,1.0000851274276519,106905,2680311,6654,0,1,0
snv_table,GCF_934842545.1,GCF_934883255.1,close_no_recombination,1,1419712,243935,921083,0,1,0,0,0.0,1.000061491790846,105703,2651042,6504,0,1,0
snv_table,GCF_934858995.1,GCF_934859035.1,close_no_recombination,0,1441736,248007,935320,0,0,0,0,0.0,1.0000524178753019,107174,2692450,6336,0,0,0
snv_table,GCF_934858995.1,GCF_934864425.1,close_no_recombination,2,1441736,248007,935320,1,0,0,0,4.016064257028113e-06,1.0000524178753019,107174,2692450,6336,0,0,0
snv_table,GCF_934858995.1,GCF_934871375.1,close_no_recombination,5,1433319,246566,929838,1,3,0,0,4.048582995951417e-06,1.0000567799291062,106556,2676646,6312,0,3,0
snv_table,GCF_934858995.1,GCF_934873145.1,close_no_recombination,4,1442910,248186,936098,1,3,0,0,4.016064257028113e-06,1.0000564093059239,107300,2694646,6348,0,3,0
snv_table,GCF_934858995.1,GCF_934875975.1,close_no_recombination,6,1442719,248148,935972,1,3,0,0,4.016064257028113e-06,1.000048358237826,107285,2694283,6348,0,3,0
snv_table,GCF_934858995.1,GCF_934882705.1,close_no_recombination,4,1442910,248186,936098,1,3,0,0,4.016064257028113e-06,1.0000564093059239,107300,2694646,6348,0,3,0
snv_table,GCF_934858995.1,GCF_934883215.1,close_no_recombination,4,1436449,247088,931983,1,3,0,0,4.032258064516129e-06,1.0000485656931943,106851,2682786,6312,0,3,0
snv_table,GCF_934859035.1,GCF_934864425.1,close_no_recombination,2,1442570,248160,935869,1,0,0,0,4.016064257028113e-06,1.0000402965828499,107246,2694025,6336,0,0,0
