species_name,sample 1,sample 2,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,clonal_n,clonal_m,clonal_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn
Parabacteroides_distasonis_56985,700015181,700021902,99,2526840,355490,1638589,21,64,248726,4658344,8697,5,59,0
Parabacteroides_distasonis_56985,700015181,700037123,93,2526560,355463,1638420,22,53,248676,4657884,8700,4,49,0
Parabacteroides_distasonis_56985,700015702,700038806,36,2543208,357899,1649144,6,20,250275,4688460,8697,1,19,0
Parabacteroides_distasonis_56985,700021876,700037042,108,2523027,354568,1635849,20,68,248716,4650149,8682,6,62,0
Parabacteroides_distasonis_56985,700021902,700037123,109,2544490,358024,1650027,23,68,250414,4690850,8817,3,65,0
Parabacteroides_distasonis_56985,700023845,700037916,54,2541792,356200,1647886,16,25,251169,4683501,8988,1,24,0
Parabacteroides_distasonis_56985,700102356,700105940,36,2547645,358187,1652001,6,22,250866,4696353,8784,0,22,0
Parabacteroides_distasonis_56985,700102356,700107189,60,2446893,340639,1586253,17,33,242889,4507551,8319,0,33,0
Parabacteroides_distasonis_56985,700102356,ERR912173,78,2547994,358230,1652220,17,47,250872,4696995,8793,0,47,0
Parabacteroides_distasonis_56985,700105940,700107189,68,2448455,340856,1587289,17,34,243006,4510533,8328,0,34,0
Parabacteroides_distasonis_56985,700105940,ERR912173,78,2555327,359506,1657027,15,43,251408,4710856,8817,1,42,0
Parabacteroides_distasonis_56985,700107189,ERR912173,82,2448978,340920,1587624,18,49,243051,4511490,8331,1,48,0
Parabacteroides_distasonis_56985,ERR911959,ERR912059,100,2531065,356064,1641254,22,57,249203,4665862,8697,0,57,0
