species_name,sample 1,sample 2,pair_class,event_count,dedup_event_count,clonal_divergence,clonal_fraction,stratum,plot_dS,core_dS_thin_denominator,core_dS_naive,core_dN_naive,synonymous_diffs,synonymous_sites,nonsynonymous_diffs,nonsynonymous_sites,dS_region,dN,dS_for_dNdS,dS_method,dNdS,plot_valid
snv_table,GCF_000012825.1,GCF_048453055.1,close_recombination,4,4,0.0,0.8916807322208495,full_core,0.0074266126085367765,0.007022916702918095,0.007224764655727436,0.0006946840946537022,2076.0,287345.0,928.0,1335859.0,0.007224764655727436,0.0006946840946537022,0.007022916702918095,poisson_thinned_full_core_4D,0.0989167498405689,True
snv_table,GCF_000699845.1,GCF_024047355.1,close_recombination,17,17,0.0002434782608695,0.8168085901875347,full_core,0.0024948722338890305,0.0024739069209992067,0.0024843895774441186,0.0003811167547795574,711.0,286187.0,507.0,1330301.0,0.0024843895774441186,0.0003811167547795574,0.0024739069209992067,poisson_thinned_full_core_4D,0.15405460550861186,True
snv_table,GCF_000699845.1,GCF_028199355.1,close_recombination,3,3,0.0002238267148014,0.9675887948337552,full_core,0.0007190854350292347,0.0007051226110480845,0.0007121040230386596,0.00015994040905698234,204.0,286475.0,213.0,1331746.0,0.0007121040230386596,0.00015994040905698234,0.0007051226110480845,poisson_thinned_full_core_4D,0.2268263796267278,True
snv_table,GCF_000699845.1,GCF_028200155.1,close_recombination,4,4,0.0002101449275362,0.9667250804644246,full_core,0.0008308257290670316,0.0007330815256473808,0.0007819536273572062,0.00017646789373178533,224.0,286462.0,235.0,1331687.0,0.0007819536273572062,0.00017646789373178533,0.0007330815256473808,poisson_thinned_full_core_4D,0.24072069416283187,True
snv_table,GCF_000699845.1,GCF_028200165.1,close_recombination,3,3,0.0002057761732851,0.9675865487318752,full_core,0.0007749069762571295,0.0006283029537219968,0.0007016049649895632,0.00015542955999918906,201.0,286486.0,207.0,1331793.0,0.0007016049649895632,0.00015542955999918906,0.0006283029537219968,poisson_thinned_full_core_4D,0.24737996069959822,True
snv_table,GCF_000699845.1,GCF_964252195.1,close_recombination,16,16,0.0002745901639344,0.8681438684264696,full_core,0.002044497475778287,0.0022189426528924755,0.0021317200643353813,0.00033399331412934324,611.0,286623.0,445.0,1332362.0,0.0021317200643353813,0.00033399331412934324,0.0022189426528924755,poisson_thinned_full_core_4D,0.15051912842090368,True
snv_table,GCF_002959625.1,GCF_048453055.1,close_recombination,4,4,0.0,0.8916403494416802,full_core,0.007304988492379901,0.007151785683197482,0.007228387087788691,0.0006949910467478837,2076.0,287201.0,928.0,1335269.0,0.007228387087788691,0.0006949910467478837,0.007151785683197482,poisson_thinned_full_core_4D,0.09717727537343668,True
snv_table,GCF_003436175.1,GCF_003460125.1,close_recombination,15,15,8.920187793427231e-05,0.7427031598961265,full_core,0.003040714113457082,0.003040714113457082,0.003040714113457082,0.0004075384078632355,870.0,286117.0,542.0,1329936.0,0.003040714113457082,0.0004075384078632355,0.003040714113457082,poisson_thinned_full_core_4D,0.13402720303747742,True
snv_table,GCF_003436175.1,GCF_003465015.1,close_recombination,7,7,6.008583690987125e-05,0.8142370938773228,full_core,0.0019288424848522968,0.0019567967237631998,0.0019428196043077483,0.00028114973704230475,556.0,286182.0,374.0,1330252.0,0.0019428196043077483,0.00028114973704230475,0.0019567967237631998,poisson_thinned_full_core_4D,0.14367856079685867,True
snv_table,GCF_003436605.1,GCF_003436855.1,close_recombination,2,2,2.4734982332155476e-05,0.9842265795206973,full_core,9.06318082788671e-05,7.66884531590414e-05,8.366013071895425e-05,2.3245403221512947e-05,24.0,286875.0,31.0,1333597.0,8.366013071895425e-05,2.3245403221512947e-05,7.66884531590414e-05,poisson_thinned_full_core_4D,0.30311477496234207,True
