species_name,sample 1,sample 2,pair_class,core_diff,core_len,core_len_4D,core_len_1D,core_diff_4D,core_diff_1D,event_count,dedup_event_count,clonal_divergence,clonal_fraction,recomb_len_4D,recomb_len_1D,recomb_diff_4D,recomb_diff_1D,clonal_len_4D,clonal_len_1D,clonal_diff_4D,clonal_diff_1D,clonal_n,clonal_m,clonal_nn,recomb_n,recomb_m,recomb_nn,clonal_mut_n,clonal_mut_m,clonal_mut_nn,recomb_mut_n,recomb_mut_m,recomb_mut_nn
snv_table,GCF_000012825.1,GCF_048453055.1,close_recombination,5334,2055497,287345,1335859,2076,928,4,4,0.0,0.8916807322208495,31302,146282,2076,927,256043,1189577,0,1,183319,3379286,6126,22144,416024,678,0,1,0,0,926,1
snv_table,GCF_000699845.1,GCF_024047355.1,close_recombination,1909,2046943,286187,1330301,711,507,17,17,0.0002434782608695,0.8168085901875347,52636,243911,641,356,233551,1086390,70,151,167224,3086354,5592,37356,693273,1104,2,149,0,4,351,1
snv_table,GCF_000699845.1,GCF_028199355.1,close_recombination,596,2049171,286475,1331746,204,213,3,3,0.0002238267148014,0.9675887948337552,9293,41918,136,82,277182,1289828,68,131,198521,3664429,6534,6303,119259,192,3,128,0,0,82,0
snv_table,GCF_000699845.1,GCF_028200155.1,close_recombination,666,2049078,286462,1331687,224,235,4,4,0.0002101449275362,0.9667250804644246,9549,43065,159,107,276913,1288622,65,128,198357,3660981,6528,6453,122544,198,3,125,0,1,106,0
snv_table,GCF_000699845.1,GCF_028200165.1,close_recombination,586,2049239,286486,1331793,201,207,3,3,0.0002057761732851,0.9675865487318752,9292,41917,136,81,277194,1289876,65,126,198525,3664569,6534,6302,119257,192,3,123,0,0,81,0
snv_table,GCF_000699845.1,GCF_964252195.1,close_recombination,1619,2050117,286623,1332362,611,445,16,16,0.0002745901639344,0.8681438684264696,37914,173826,523,273,248709,1158536,88,172,178734,3290982,5892,26158,494519,801,2,169,1,0,273,0
snv_table,GCF_002959625.1,GCF_048453055.1,close_recombination,5334,2054602,287201,1335269,2076,928,4,4,0.0,0.8916403494416802,31296,146289,2076,927,255905,1188980,0,1,183240,3377574,6126,22139,416050,678,0,1,0,0,926,1
snv_table,GCF_003436175.1,GCF_003460125.1,close_recombination,2262,2046396,286117,1329936,870,542,15,15,8.920187793427231e-05,0.7427031598961265,73841,341478,849,473,212276,988458,21,69,152241,2808054,5079,52291,970544,1599,0,69,0,2,471,0
snv_table,GCF_003436175.1,GCF_003465015.1,close_recombination,1472,2046900,286182,1330252,556,374,7,7,6.008583690987125e-05,0.8142370938773228,53214,245615,537,315,232968,1084637,19,59,167172,3081231,5508,37415,698269,1161,0,59,0,2,313,0
snv_table,GCF_003436605.1,GCF_003436855.1,close_recombination,81,2051986,286875,1333597,24,31,2,2,2.4734982332155476e-05,0.9842265795206971,4530,20993,16,10,282345,1312604,8,21,201826,3729389,6597,3328,59537,114,3,18,0,0,10,0
snv_table,GCF_003436605.1,GCF_021412685.1,close_recombination,1249,2048839,286421,1331539,481,296,13,13,1.6129032258064517e-05,0.8625764172319768,39524,183344,477,268,246897,1148195,4,28,176651,3262054,5880,28197,521013,822,1,27,0,1,267,0
snv_table,GCF_003436855.1,GCF_021412685.1,close_recombination,1287,2049624,286534,1332050,496,309,13,13,2.8455284552845528e-05,0.8563381658023131,41378,192477,488,272,245156,1139573,8,37,175189,3237710,5820,29702,546850,879,1,36,0,0,272,0
snv_table,GCF_003437875.1,GCF_047308005.1,close_recombination,585,2029622,283937,1319160,210,156,9,9,7.063197026022304e-05,0.9452448958747891,15631,72225,191,108,268306,1246935,19,48,191843,3542743,6219,11004,205314,357,2,46,0,0,108,0
snv_table,GCF_003459365.1,GCF_028394795.1,close_recombination,1905,2036788,284828,1323722,752,471,29,29,0.0001244444444444,0.7872821492269019,60769,280230,724,403,224059,1043492,28,68,161096,2964202,5178,42502,796817,1371,1,67,0,0,403,0
snv_table,GCF_003459365.1,GCF_028396015.1,close_recombination,1023,2048466,286400,1331279,383,263,17,17,3.4883720930232556e-05,0.9005935754189944,28658,130470,374,207,257742,1200809,9,56,185301,3411147,5979,19470,371295,645,1,55,0,0,207,0
snv_table,GCF_003459535.1,GCF_019042015.1,close_recombination,2215,2027333,283540,1317560,785,587,16,16,0.0001095890410958,0.7795020102983706,62664,290304,751,482,220876,1027256,34,105,157886,2918851,5031,44608,824768,1536,5,100,0,2,480,0
snv_table,GCF_003459535.1,GCF_021410705.1,close_recombination,2431,2030454,283843,1319612,922,573,21,21,0.000127358490566,0.7466803831695691,72038,336595,893,483,211805,983017,29,90,151042,2793125,4884,51887,956203,1695,1,89,0,3,480,0
snv_table,GCF_003459535.1,GCF_040928465.1,close_recombination,1859,2016756,281994,1310589,689,490,19,19,7.488986784140969e-05,0.8018964942516508,56064,258936,672,405,225930,1051653,17,85,161752,2987921,5286,39712,735830,1266,2,83,0,0,405,0
snv_table,GCF_003459535.1,GCF_040928505.1,close_recombination,1884,2006935,280790,1304235,693,506,16,16,0.00012,0.8070087966095658,54321,250909,659,394,226469,1053326,34,112,161897,2992795,5286,38440,713069,1218,3,109,0,1,393,0
snv_table,GCF_003459535.1,GCF_047307425.1,close_recombination,2726,2034113,284411,1322000,1013,649,25,25,9.178743961352657e-05,0.7309492248893327,76875,358245,991,563,207536,963755,22,86,147998,2738452,4815,55294,1017671,1770,2,84,0,1,562,0
snv_table,GCF_003459535.1,GCF_047310325.1,close_recombination,2212,2034648,284478,1322327,802,570,23,23,0.0001141552511415,0.7719753372844297,65102,297905,773,474,219376,1024422,29,96,158329,2909840,5097,45017,847210,1488,3,93,0,2,472,0
snv_table,GCF_003459715.1,GCF_003475695.1,close_recombination,2227,2032888,284296,1321222,825,533,34,34,6.542056074766355e-05,0.7586459183386329,68854,317614,805,471,215442,1003608,20,62,154942,2850929,4953,48225,903003,1614,0,62,0,4,467,0
snv_table,GCF_003459715.1,GCF_021891045.1,close_recombination,105,2035409,284651,1322846,31,43,2,2,4.225352112676056e-05,0.9974319429757844,740,3383,19,15,283911,1319463,12,28,202871,3748909,6609,521,9622,6,0,28,0,0,15,0
snv_table,GCF_003459715.1,GCF_021891195.1,close_recombination,1970,1947433,272361,1265595,702,487,34,34,0.0001076233183856,0.815278252025804,50578,234064,678,419,221783,1031531,24,68,158804,2930635,5154,35731,665261,1200,0,68,0,4,415,0
snv_table,GCF_003459715.1,GCF_027671015.1,close_recombination,639,2034555,284524,1322294,211,183,16,16,1.5444015444015444e-05,0.9093081778690023,25831,119967,207,134,258693,1202327,4,49,184954,3416048,5979,18378,340896,627,1,48,0,1,133,0
snv_table,GCF_003459715.1,GCF_027686305.1,close_recombination,96,2035473,284671,1322890,21,39,1,1,2.456140350877193e-05,0.9978536626491634,620,2877,13,5,284051,1320013,8,34,202924,3750509,6606,448,8177,6,0,34,0,0,5,0
snv_table,GCF_003459715.1,GCF_027686505.1,close_recombination,78,2034445,284506,1322219,19,31,1,1,1.7605633802816902e-05,0.9978348435533873,620,2860,13,5,283886,1319359,6,26,202866,3748605,6606,447,8127,6,1,25,0,0,5,0
snv_table,GCF_003459715.1,GCF_030541685.1,close_recombination,590,2034814,284570,1322458,198,165,16,16,2.2900763358778624e-05,0.9199142565976737,22812,105693,192,125,261758,1216765,6,40,187318,3456923,6054,16029,300495,555,0,40,0,0,125,0
snv_table,GCF_003459715.1,GCF_030546205.1,close_recombination,589,2034650,284540,1322347,199,163,14,14,4.9429657794676805e-05,0.9234202572573276,21802,101237,186,125,262738,1221110,13,38,187941,3469335,6054,15396,287760,555,0,38,0,0,125,0
snv_table,GCF_003459715.1,GCF_040921925.1,close_recombination,1215,2018785,282436,1312100,413,306,19,19,6.910569105691057e-05,0.8683029075613591,37331,172411,396,251,245105,1139689,17,55,175379,3238075,5613,26227,490112,894,1,54,0,1,250,0
snv_table,GCF_003459715.1,GCF_040921935.1,close_recombination,1208,2032105,284202,1320710,413,299,21,21,4.838709677419355e-05,0.8706835279132448,36898,170311,401,245,247304,1150399,12,54,177185,3268303,5709,25872,484185,876,0,54,0,1,244,0
snv_table,GCF_003459715.1,GCF_047307925.1,close_recombination,599,2034118,284470,1322024,199,169,14,14,4.9429657794676805e-05,0.9241396280802897,21591,100282,186,122,262879,1221742,13,47,188020,3471155,6051,15261,285039,546,3,44,0,0,122,0
snv_table,GCF_003459715.1,GCF_047638235.1,close_recombination,1368,2029421,283854,1318953,464,367,24,24,6.122448979591836e-05,0.8639300485460836,38818,178725,446,308,245036,1140228,18,59,175626,3239427,5631,27106,508118,951,2,57,0,3,305,0
snv_table,GCF_003460125.1,GCF_003465015.1,close_recombination,1870,2048626,286428,1331394,742,416,17,17,9.871244635193133e-05,0.8100465038334241,54757,253608,717,332,231671,1077786,25,84,165937,3061919,5502,38834,720790,1200,0,84,0,1,331,0
snv_table,GCF_003466785.1,GCF_003475695.1,close_recombination,2221,2032758,284272,1321136,829,527,31,31,8.530805687203791e-05,0.7397492542353802,74099,341138,811,475,210173,979998,18,52,151332,2783856,4806,51835,969818,1761,2,50,0,4,471,0
snv_table,GCF_003466785.1,GCF_021891045.1,close_recombination,103,2034921,284578,1322529,34,39,2,2,4.225352112676056e-05,0.9973715466409913,750,3394,21,15,283828,1319135,13,24,202848,3747948,6609,517,9659,6,2,22,0,0,15,0
snv_table,GCF_003466785.1,GCF_021891195.1,close_recombination,1967,1946957,272288,1265283,705,482,33,33,8.67579908675799e-05,0.8062051944999412,53068,245384,683,425,219220,1019899,22,57,157072,2897543,5082,37440,697440,1272,2,55,0,4,421,0
snv_table,GCF_003466785.1,GCF_027671015.1,close_recombination,636,2034431,284501,1322212,215,179,15,15,2.3166023166023165e-05,0.9083272115036503,26109,120870,209,138,258392,1201342,6,41,184943,3413110,5973,18389,343588,633,3,38,0,1,137,0
snv_table,GCF_003466785.1,GCF_027686305.1,close_recombination,88,2034628,284545,1322341,24,31,1,1,2.8169014084507043e-05,0.9978737985204449,610,2835,13,5,283935,1319506,11,26,202879,3749033,6606,445,8054,6,2,24,0,0,5,0
snv_table,GCF_003466785.1,GCF_027686505.1,close_recombination,71,2034458,284507,1322230,19,27,1,1,1.7605633802816902e-05,0.9978664848316562,610,2835,13,5,283897,1319395,6,22,202870,3748709,6606,445,8054,6,3,19,0,0,5,0
snv_table,GCF_003466785.1,GCF_030541685.1,close_recombination,585,2034660,284543,1322356,198,161,15,15,1.9157088122605363e-05,0.9146947912969218,24299,112399,193,130,260244,1209957,5,31,186284,3437593,5994,17062,319520,615,2,29,0,0,130,0
snv_table,GCF_003466785.1,GCF_030546205.1,close_recombination,586,2034496,284513,1322245,203,159,15,15,3.435114503816794e-05,0.9201688499295287,22748,105251,194,126,261765,1216994,9,33,187372,3457592,6018,15964,299198,591,2,31,0,0,126,0
snv_table,GCF_003466785.1,GCF_040921925.1,close_recombination,1210,2018631,282409,1311998,415,302,20,20,4.098360655737705e-05,0.8657656094529566,38057,175518,402,253,244352,1136480,13,49,174928,3228914,5598,26677,498968,909,3,46,0,1,252,0
snv_table,GCF_003466785.1,GCF_040921935.1,close_recombination,1204,2031964,284177,1320616,417,294,20,20,4.4715447154471546e-05,0.8649186950386555,38540,177792,406,252,245637,1142824,11,42,176048,3246754,5670,27008,505453,915,2,40,0,1,251,0
snv_table,GCF_003466785.1,GCF_047307925.1,close_recombination,596,2033825,284423,1321834,201,165,15,15,3.435114503816794e-05,0.9205303368574271,22629,104788,192,124,261794,1217046,9,41,187368,3457758,6012,15903,297876,585,5,36,0,0,124,0
snv_table,GCF_003466785.1,GCF_047638235.1,close_recombination,1363,2028945,283781,1318641,467,362,25,25,5.714285714285714e-05,0.8652446781144615,38419,176565,450,305,245362,1142076,17,57,176004,3244581,5643,26705,502051,939,4,53,0,3,302,0
snv_table,GCF_003466945.1,GCF_019127815.1,close_recombination,2322,2039798,285193,1325683,845,580,27,27,0.0001346153846153,0.7286644482858976,77703,356288,817,516,207490,969395,28,64,149970,2753298,4917,53900,1013212,1752,1,63,0,5,511,0
snv_table,GCF_003466945.1,GCF_019127895.1,close_recombination,2319,2039598,285166,1325556,844,580,27,27,0.0001387559808612,0.7299958620592918,77359,354593,815,516,207807,970963,29,64,150209,2757766,4914,53645,1008379,1755,1,63,0,4,512,0
snv_table,GCF_003466945.1,GCF_021410225.1,close_recombination,1577,2040732,285319,1326275,575,390,21,21,6.694560669456067e-05,0.8346447309853182,47433,216695,559,320,237886,1109580,16,70,171483,3151671,5586,32481,616527,1077,1,69,0,2,318,0
snv_table,GCF_003466945.1,GCF_024790525.1,close_recombination,2791,2020868,282616,1313348,1018,680,28,28,0.0001761658031088,0.6872576216491635,88583,406556,977,584,194033,906792,41,96,140300,2575384,4692,61626,1156116,1926,1,95,0,4,580,0
snv_table,GCF_003466945.1,GCF_028199465.1,close_recombination,2509,2019265,282439,1312313,905,607,31,31,0.0001442307692307,0.7506045553199098,70871,324144,863,505,211568,988169,42,102,152648,2806801,5058,49090,921821,1521,1,101,0,5,500,0
snv_table,GCF_003466945.1,GCF_028199675.1,close_recombination,2536,2020584,282615,1313156,915,619,33,33,0.0001428571428571,0.7529678184102047,70223,321105,876,519,212392,992051,39,100,153242,2817811,5100,48625,913187,1503,0,100,0,6,513,0
snv_table,GCF_003467565.1,GCF_028201295.1,close_recombination,2958,2036386,284700,1323430,1110,670,42,42,3.664921465968586e-05,0.6704250087811732,94331,436880,1102,607,190369,886550,8,63,136565,2518486,4599,67062,1241514,2064,1,62,0,1,606,0
snv_table,GCF_003469525.1,GCF_047308005.1,close_recombination,600,2029537,283941,1319125,213,160,10,10,8.178438661710037e-05,0.9456894213938811,15491,71703,191,109,268450,1247422,22,51,191954,3544099,6213,10879,203867,363,2,49,0,0,109,0
snv_table,GCF_003471775.1,GCF_047948285.1,close_recombination,1976,2031806,284219,1320514,724,509,29,29,6.341463414634146e-05,0.7203600040813598,79882,371127,710,452,204337,949387,14,57,146429,2696914,4818,56683,1054925,1773,1,56,0,0,452,0
snv_table,GCF_003475435.1,GCF_027683305.1,close_recombination,2250,2022317,282913,1314350,881,523,17,17,6.140350877192983e-05,0.8053359159883073,55156,255013,866,473,227757,1059337,15,50,163035,3009606,5370,39125,724702,1212,0,50,0,2,470,1
snv_table,GCF_003475695.1,GCF_021891045.1,close_recombination,2272,2033105,284319,1321361,847,536,33,33,0.0001116279069767,0.7580217994576515,68891,318245,820,473,215428,1003116,27,63,154912,2849483,4953,48281,904831,1623,0,63,0,4,469,0
snv_table,GCF_003475695.1,GCF_021891195.1,close_recombination,405,1947740,272370,1265804,150,103,8,8,3.4883720930232556e-05,0.9470940265080589,14489,66023,141,82,257881,1199781,9,21,184841,3408430,6072,9777,187977,315,0,21,0,2,80,0
snv_table,GCF_003475695.1,GCF_027660715.1,close_recombination,2223,2032964,284296,1321267,826,530,33,33,7.87037037037037e-05,0.759982553395053,68489,316088,806,477,215807,1005179,20,53,155201,2855359,4977,47988,898677,1599,0,53,0,4,473,0
snv_table,GCF_003475695.1,GCF_027671015.1,close_recombination,1924,2032599,284242,1321033,716,465,27,27,8.583690987124464e-05,0.8178594296409397,52038,239638,696,407,232204,1081395,20,58,166825,3071957,5403,36324,681420,1170,1,57,0,5,402,0
snv_table,GCF_003475695.1,GCF_027686305.1,close_recombination,2269,2032779,284281,1321150,842,534,32,32,6.666666666666667e-05,0.7446505394310559,72842,336228,822,488,211439,984922,20,46,152008,2797895,4863,51143,955831,1710,0,46,0,4,484,0
snv_table,GCF_003475695.1,GCF_027686505.1,close_recombination,2257,2032376,284213,1320888,842,529,33,33,6.19047619047619e-05,0.7448990721747422,72756,335749,823,483,211457,985139,19,46,152165,2798410,4842,50958,954567,1722,1,45,0,4,479,0
snv_table,GCF_003475695.1,GCF_030541685.1,close_recombination,1880,2032957,284295,1321258,704,448,25,25,8.974358974358975e-05,0.8214354807506288,51053,235163,682,403,233242,1086095,22,45,167525,3085342,5418,35656,668666,1167,0,45,0,4,399,0
snv_table,GCF_003475695.1,GCF_030546205.1,close_recombination,1875,2032793,284265,1321147,703,446,24,24,8.189655172413794e-05,0.8150845162084674,52821,242910,684,404,231444,1078237,19,42,166430,3062896,5385,36741,690789,1200,0,42,0,4,400,0
snv_table,GCF_003475695.1,GCF_040921925.1,close_recombination,1583,2017238,282204,1311094,605,379,24,24,6.46551724137931e-05,0.8209663931056966,50634,232948,590,329,231570,1078146,15,50,166223,3062815,5400,35254,662489,1101,0,50,0,4,325,0
snv_table,GCF_003475695.1,GCF_040921935.1,close_recombination,1580,2030814,284015,1319862,605,372,25,25,6.41025641025641e-05,0.823900146119043,50114,230324,590,321,233901,1089538,15,51,168097,3095030,5487,34842,655032,1098,0,51,0,3,318,0
snv_table,GCF_003475695.1,GCF_047307925.1,close_recombination,1885,2032515,284240,1320985,703,452,26,26,8.898305084745763e-05,0.8270123839009288,49440,227823,682,394,234800,1093162,21,58,168618,3105423,5445,34511,647836,1122,1,57,0,6,388,0
snv_table,GCF_003475695.1,GCF_047638235.1,close_recombination,1671,2027556,283573,1317745,624,423,25,25,9.4017094017094e-05,0.8287107728874047,48725,224736,598,360,234848,1093009,26,63,168522,3104991,5514,34057,639083,1068,2,61,0,3,357,0
snv_table,GCF_003568805.2,GCF_024022975.1,close_recombination,29,2021582,282609,1313707,11,11,1,1,3.533568904593639e-06,0.9998620001486153,43,146,10,8,282566,1313561,1,3,201926,3732160,6597,13,422,3,0,3,0,0,8,0
snv_table,GCF_003568805.2,GCF_024759565.1,close_recombination,2131,2017109,281993,1310798,764,557,36,36,0.0001466666666666,0.7963672857127659,57890,269004,730,424,224103,1041794,34,133,160650,2959524,5208,40823,764836,1353,1,132,0,2,422,0
snv_table,GCF_003568805.2,GCF_024789245.1,close_recombination,2147,2012964,281457,1308079,766,570,35,35,0.0001318181818181,0.7821798711703741,61786,287347,733,430,219671,1020732,33,140,157183,2899919,5094,43832,816778,1431,1,137,2,2,428,0
snv_table,GCF_004167625.1,GCF_040922025.1,close_recombination,67,2044556,285889,1328761,8,35,1,1,6.993006993006993e-06,0.9998635834187395,40,176,6,4,285849,1328585,2,31,204388,3774737,6630,25,503,0,2,29,0,0,4,0
snv_table,GCF_007556395.1,GCF_007556405.1,close_recombination,38,2037604,284873,1324159,8,25,1,1,3.5087719298245615e-06,0.9997788488203515,71,320,7,3,284802,1323839,1,22,203480,3761416,6621,33,921,6,0,22,0,0,3,0
snv_table,GCF_008728395.1,GCF_015561035.1,close_recombination,767,2020146,282479,1312867,277,198,11,11,5.3435114503816794e-05,0.9272547693810868,20827,95054,263,139,261652,1217813,14,59,188082,3459252,6105,13843,270824,495,2,57,0,0,138,1
snv_table,GCF_008728395.1,GCF_019129355.1,close_recombination,671,2020621,282559,1313161,238,171,12,12,5.703422053231939e-05,0.928655608209259,20431,91939,223,112,262128,1221222,15,59,188438,3469042,6186,13519,261881,417,1,58,0,0,111,1
snv_table,GCF_008728395.1,GCF_021406445.1,close_recombination,691,2016333,281946,1310369,247,182,13,13,3.39622641509434e-05,0.9398253566285742,17327,77396,238,124,264619,1232973,9,58,190256,3502420,6243,11285,220561,342,3,55,0,0,123,1
snv_table,GCF_008728395.1,GCF_028199555.1,close_recombination,713,2020322,282501,1312973,272,180,14,14,4.511278195488722e-05,0.9447046205146177,15993,71628,257,124,266508,1241345,15,56,191426,3526336,6273,10517,204043,324,0,56,0,1,122,1
snv_table,GCF_008728395.1,GCF_047307865.1,close_recombination,872,2020056,282467,1312800,320,232,17,17,5.363984674329502e-05,0.925134617495141,21435,96645,303,148,261032,1216155,17,84,187668,3454647,6150,14242,275240,453,0,84,0,2,145,1
snv_table,GCF_009025375.1,GCF_013368705.1,close_recombination,2132,2047388,286276,1330582,796,527,16,16,0.000125,0.7807849767357375,62919,288994,766,416,223357,1041588,30,111,160953,2958489,5322,43678,821891,1413,6,105,0,3,413,0
